path,label,warm_ratio,bright_ratio,edge_ratio,largest_blob_ratio,mean_saturation,mean_value,std_value,p90_value,p10_value,dark_ratio,high_saturation_ratio
data\datasets\bell_dataset\no_strike\frame_001400 - Copy.jpg,0,0.058645833333333335,0.0017513020833333332,0.0013411458333333333,0.028536783854166668,62.87071940104167,120.40765950520833,61.12592712362411,250.0,57.0,0.08867838541666667,0.07120768229166667
data\datasets\bell_dataset\no_strike\frame_001410 - Copy.jpg,0,0.08885416666666666,0.002216796875,0.002018229166666667,0.040568033854166664,63.47791015625,122.77525716145833,63.115931653958405,251.0,58.0,0.08396158854166667,0.08663411458333334
data\datasets\bell_dataset\no_strike\frame_001420 - Copy.jpg,0,0.11522786458333334,0.0011653645833333334,0.0016927083333333334,0.047633463541666664,59.86607096354167,115.29503580729167,64.17380915409629,251.0,49.0,0.14843424479166667,0.09572916666666667
data\datasets\bell_dataset\no_strike\frame_001430 - Copy.jpg,0,0.1540625,0.0042545572916666665,0.0034016927083333334,0.11374674479166667,65.34787434895833,122.87322916666666,61.45933988503076,251.0,60.0,0.07622395833333333,0.11762044270833333
data\datasets\bell_dataset\no_strike\frame_001450 - Copy.jpg,0,0.09916666666666667,0.0026106770833333333,0.0023079427083333333,0.045361328125,66.191279296875,109.21446940104167,64.03955103900292,251.0,49.0,0.18026692708333333,0.15119140625
data\datasets\bell_dataset\no_strike\frame_001460 - Copy.jpg,0,0.22388346354166666,0.086572265625,0.007438151041666666,0.24345052083333332,63.369632161458334,135.26141276041668,66.22067395808081,251.0,63.0,0.048912760416666666,0.09667643229166667
data\datasets\bell_dataset\no_strike\frame_001480 - Copy.jpg,0,0.203095703125,0.13646809895833334,0.0011393229166666667,0.13577799479166666,66.61508463541666,123.49709635416667,69.19142532079395,240.0,45.0,0.1950390625,0.13008463541666668
data\datasets\bell_dataset\no_strike\frame_001490 - Copy.jpg,0,0.141240234375,0.11064127604166667,0.001953125,0.140927734375,73.67704427083333,109.74095377604166,72.7826815812169,250.0,40.0,0.29071614583333333,0.16912109375
data\datasets\bell_dataset\no_strike\frame_001500 - Copy.jpg,0,0.00853515625,0.00234375,0.0002799479166666667,0.004134114583333333,64.2776171875,116.52582682291667,65.95067110479721,251.0,52.0,0.12996744791666667,0.07689453125
data\datasets\bell_dataset\no_strike\frame_001510 - Copy.jpg,0,0.15628255208333333,0.013297526041666667,0.0027278645833333334,0.1415087890625,75.09425130208334,130.12582356770832,63.65972457026579,251.0,61.0,0.064931640625,0.15044596354166667
data\datasets\bell_dataset\no_strike\frame_001520 - Copy.jpg,0,0.185,0.0076334635416666664,0.003896484375,0.131220703125,76.46543619791667,126.1198046875,62.680905859255525,251.0,57.0,0.09186197916666666,0.20182291666666666
data\datasets\bell_dataset\no_strike\frame_001530 - Copy.jpg,0,0.20209635416666666,0.008994140625,0.002395833333333333,0.08440104166666666,76.30458984375,127.94802408854167,63.33456054613734,251.0,58.0,0.084931640625,0.21312174479166668
data\datasets\bell_dataset\no_strike\frame_001540 - Copy.jpg,0,0.13256184895833334,0.0028678385416666665,0.0037858072916666665,0.09524088541666667,66.40130208333333,119.81621744791667,61.76549084553782,251.0,57.0,0.09012369791666666,0.12294921875
data\datasets\bell_dataset\no_strike\frame_001550 - Copy.jpg,0,0.18338216145833333,0.0110546875,0.0075032552083333336,0.11224609375,71.05037434895833,121.54112955729167,59.22424931391716,229.0,59.0,0.07861002604166667,0.14861328125
data\datasets\bell_dataset\no_strike\frame_001560 - Copy.jpg,0,0.14580078125,0.002936197916666667,0.0026302083333333334,0.101533203125,67.82284505208334,122.55183268229166,61.81758022465276,251.0,59.0,0.08209309895833333,0.15106119791666667
data\datasets\bell_dataset\no_strike\frame_001570 - Copy.jpg,0,0.272138671875,0.017509765625,0.007692057291666667,0.12103190104166667,81.03855794270834,135.752197265625,63.40151640107575,251.0,63.0,0.05701497395833333,0.23314127604166668
data\datasets\bell_dataset\no_strike\frame_001580 - Copy.jpg,0,0.13201497395833334,0.003404947916666667,0.004567057291666667,0.09923014322916666,64.45056966145833,122.163251953125,62.95752851189318,251.0,58.0,0.085,0.1189453125
data\datasets\bell_dataset\no_strike\frame_001590 - Copy.jpg,0,0.21060546875,0.011624348958333334,0.0072265625,0.09621256510416666,75.72333333333333,113.85203125,56.71280564386692,202.0,57.0,0.089169921875,0.213466796875
data\datasets\bell_dataset\no_strike\frame_001600 - Copy.jpg,0,0.5165625,0.14524739583333332,0.0052311197916666665,0.341494140625,110.69018880208333,118.912353515625,45.79644468830052,182.0,64.0,0.061227213541666665,0.38180338541666664
data\datasets\bell_dataset\no_strike\frame_001610 - Copy.jpg,0,0.423544921875,0.349287109375,0.0038151041666666667,0.5166861979166667,57.47154296875,188.36533203125,57.10474593032841,251.0,102.0,0.006891276041666667,0.07143880208333334
data\datasets\bell_dataset\no_strike\frame_001620 - Copy.jpg,0,0.18643229166666667,0.20388997395833333,0.00240234375,0.22697591145833335,65.780947265625,132.065419921875,84.24301351657367,252.0,41.0,0.26417643229166665,0.04736653645833333
data\datasets\bell_dataset\no_strike\frame_001650 - Copy.jpg,0,0.011266276041666667,0.0027799479166666667,0.0008040364583333334,0.006214192708333333,64.09529622395833,109.05263671875,63.87718192987949,247.0,49.0,0.17271158854166666,0.07115885416666666
data\datasets\bell_dataset\no_strike\frame_001660 - Copy.jpg,0,0.046171875,0.0013736979166666667,0.0021875,0.012596028645833333,62.05201822916667,120.48109700520833,63.806933835102946,251.0,52.0,0.11493815104166667,0.05662109375
data\datasets\bell_dataset\no_strike\frame_001670 - Copy.jpg,0,0.07795572916666667,0.002975260416666667,0.00404296875,0.035413411458333335,64.711396484375,122.382353515625,61.76279562671715,251.0,59.0,0.07978841145833333,0.08270833333333333
data\datasets\bell_dataset\no_strike\frame_001680 - Copy.jpg,0,0.1177734375,0.0013118489583333333,0.00010091145833333333,0.06756998697916666,63.354716796875,126.10680989583334,64.37408164175292,251.0,61.0,0.059150390625,0.10335611979166667
data\datasets\bell_dataset\no_strike\frame_001690 - Copy.jpg,0,0.150380859375,0.008577473958333333,0.007119140625,0.09766764322916667,67.77771484375,122.67603190104167,62.66587324070269,251.0,58.0,0.08435546875,0.11978515625
data\datasets\bell_dataset\no_strike\frame_001720 - Copy.jpg,0,0.17371419270833333,0.16734700520833334,0.00048502604166666665,0.21094075520833333,66.75479166666666,126.78795247395833,83.22228920555072,251.0,41.0,0.2703938802083333,0.08162434895833333
data\datasets\bell_dataset\no_strike\frame_001730 - Copy.jpg,0,0.02439453125,0.01271484375,0.0013151041666666667,0.028468424479166667,70.90240559895834,102.31783203125,70.79538783373589,250.0,40.0,0.333271484375,0.11343098958333334
data\datasets\bell_dataset\no_strike\frame_001740 - Copy.jpg,0,0.10996744791666667,0.011106770833333333,0.004039713541666667,0.10592936197916666,76.08830078125,124.60427408854167,64.83753147361135,251.0,56.0,0.09554036458333333,0.1611328125
data\datasets\bell_dataset\no_strike\frame_001750 - Copy.jpg,0,0.24496744791666666,0.023548177083333333,0.003958333333333334,0.2188037109375,94.73681640625,132.698408203125,61.60952203839529,248.0,58.0,0.0801953125,0.3300065104166667
data\datasets\bell_dataset\no_strike\frame_001760 - Copy.jpg,0,0.10096028645833334,0.009586588541666666,0.0028483072916666665,0.02375,71.41736979166667,121.10269205729166,60.87137227634112,249.0,59.0,0.07727213541666667,0.145126953125
data\datasets\bell_dataset\no_strike\frame_001770 - Copy.jpg,0,0.09291666666666666,0.0047037760416666664,0.006389973958333333,0.02924153645833333,66.68673502604166,118.895419921875,62.88418720041007,251.0,56.0,0.09875651041666667,0.13287760416666666
data\datasets\bell_dataset\no_strike\frame_001780 - Copy.jpg,0,0.21904622395833334,0.010791015625,0.008505859375,0.0889208984375,76.345498046875,129.65856119791667,63.8817250333955,251.0,60.0,0.07599283854166666,0.20305989583333334
data\datasets\bell_dataset\no_strike\frame_001790 - Copy.jpg,0,0.5756412760416667,0.0159375,0.008134765625,0.455283203125,116.190771484375,101.98361002604166,46.043703921620796,162.0,52.0,0.12433268229166666,0.5088118489583333
data\datasets\bell_dataset\no_strike\frame_001810 - Copy.jpg,0,0.00028645833333333333,0.0,9.765625e-05,0.000234375,69.4442578125,105.54145833333334,67.37184584034911,251.0,45.0,0.26067708333333334,0.026458333333333334
data\datasets\bell_dataset\no_strike\frame_001820 - Copy.jpg,0,0.006341145833333333,0.0007356770833333333,0.001005859375,0.0013151041666666667,65.29252604166666,119.01639322916667,62.793992905883286,250.0,56.0,0.096279296875,0.037041015625
data\datasets\bell_dataset\no_strike\frame_001830 - Copy.jpg,0,0.06758138020833333,0.007327473958333333,0.00501953125,0.06258951822916667,61.70282877604166,118.25708333333333,63.06599889602536,251.0,53.0,0.11502604166666666,0.05081705729166667
data\datasets\bell_dataset\no_strike\frame_001860 - Copy.jpg,0,0.20408854166666668,0.16374674479166668,0.004176432291666666,0.21480794270833334,68.27697591145834,124.01752604166667,81.43984598740623,251.0,39.0,0.29475260416666665,0.11060546875
data\datasets\bell_dataset\no_strike\frame_001870 - Copy.jpg,0,0.26317708333333334,0.198935546875,0.001513671875,0.27593912760416667,74.621630859375,120.472509765625,78.82158307932393,249.0,40.0,0.2769921875,0.15892578125
data\datasets\bell_dataset\no_strike\frame_001880 - Copy.jpg,0,0.26044270833333333,0.0578515625,0.00013671875,0.2685009765625,87.80768880208333,79.72599283854167,56.51909575576583,168.0,26.0,0.440693359375,0.27126953125
data\datasets\bell_dataset\no_strike\frame_001890 - Copy.jpg,0,0.07159830729166666,0.013118489583333334,0.004069010416666667,0.0779248046875,70.06015299479166,129.477333984375,56.47991012714597,220.0,68.0,0.038505859375,0.058997395833333334
data\datasets\bell_dataset\no_strike\frame_001900 - Copy.jpg,0,0.043821614583333335,0.00701171875,0.0030403645833333333,0.034339192708333334,68.97021158854167,126.49675455729167,65.57730634874144,251.0,58.0,0.082822265625,0.07321614583333333
data\datasets\bell_dataset\no_strike\frame_001910 - Copy.jpg,0,0.020989583333333332,0.004876302083333333,0.00392578125,0.010437825520833333,65.03219401041666,117.69611328125,65.33245072478084,251.0,53.0,0.12171549479166667,0.10475260416666667
data\datasets\bell_dataset\no_strike\frame_001920 - Copy.jpg,0,0.12579752604166666,0.021097005208333332,0.006402994791666667,0.09576985677083333,81.25093098958334,119.72033854166666,62.44787038827844,238.0,53.0,0.12376627604166666,0.23246419270833332
data\datasets\bell_dataset\no_strike\frame_001930 - Copy.jpg,0,0.0590234375,0.013841145833333334,0.00814453125,0.0375,67.08578776041666,125.805146484375,64.46919820451849,251.0,59.0,0.07682291666666667,0.13508138020833332
data\datasets\bell_dataset\no_strike\frame_001940 - Copy.jpg,0,0.07425455729166666,0.011184895833333333,0.0028483072916666665,0.03659993489583333,71.213896484375,118.80562174479167,64.98690157715714,251.0,54.0,0.11249348958333333,0.19401041666666666
data\datasets\bell_dataset\no_strike\frame_001950 - Copy.jpg,0,0.2353125,0.021399739583333334,0.007770182291666667,0.1106591796875,84.01377604166667,125.79363932291666,65.01596763936882,251.0,55.0,0.10751953125,0.2953873697916667
data\datasets\bell_dataset\no_strike\frame_001960 - Copy.jpg,0,0.19670247395833335,0.01665690104166667,0.008190104166666667,0.17467610677083334,79.44697916666667,119.81766276041667,66.7183057792067,249.0,52.0,0.13669596354166666,0.23495442708333333
data\datasets\bell_dataset\no_strike\frame_001970 - Copy.jpg,0,0.5761783854166667,0.022063802083333334,0.014518229166666667,0.3870654296875,117.67447916666667,105.59291666666667,44.479667924576006,158.0,54.0,0.104912109375,0.523232421875
data\datasets\bell_dataset\no_strike\frame_001990 - Copy.jpg,0,0.12573893229166666,0.035061848958333336,0.0029524739583333334,0.11159342447916666,71.62718424479166,118.16619466145833,69.83907912074342,252.0,49.0,0.170107421875,0.14401692708333333
data\datasets\bell_dataset\no_strike\frame_002010 - Copy.jpg,0,0.033740234375,0.008151041666666666,0.0033984375,0.025172526041666667,64.97360677083333,127.28203776041667,64.82554271701754,251.0,57.0,0.09192708333333334,0.1261328125
data\datasets\bell_dataset\no_strike\frame_002030 - Copy.jpg,0,0.04882486979166667,0.005240885416666666,0.0027018229166666666,0.0280224609375,74.968798828125,103.86119466145833,65.78021416943662,246.0,43.0,0.2695084635416667,0.18426106770833334
data\datasets\bell_dataset\no_strike\frame_002040 - Copy.jpg,0,0.195400390625,0.010872395833333333,0.002333984375,0.19896809895833334,76.44380208333334,121.5362109375,62.49467469994014,246.0,57.0,0.09017578125,0.21880859375
data\datasets\bell_dataset\no_strike\frame_002050 - Copy.jpg,0,0.30662434895833335,0.01814453125,0.006722005208333334,0.3050146484375,88.76955729166667,130.21719075520832,64.15536464865501,252.0,58.0,0.08291666666666667,0.3304524739583333
data\datasets\bell_dataset\no_strike\frame_002060 - Copy.jpg,0,0.27628255208333335,0.019928385416666666,0.012955729166666667,0.23657063802083333,81.07852864583333,125.708603515625,64.07761518991975,252.0,56.0,0.09605794270833333,0.2593489583333333
data\datasets\bell_dataset\no_strike\frame_002070 - Copy.jpg,0,0.28407877604166665,0.0157421875,0.012044270833333334,0.24624186197916667,78.11057291666667,128.95541015625,65.79652339533223,252.0,57.0,0.09248697916666666,0.24993489583333334
data\datasets\bell_dataset\no_strike\frame_002080 - Copy.jpg,0,0.2912369791666667,0.01208984375,0.010439453125,0.2386962890625,80.04038411458333,125.02741861979166,66.15993578471036,251.0,54.0,0.11502604166666666,0.26055989583333333
data\datasets\bell_dataset\no_strike\frame_002090 - Copy.jpg,0,0.320986328125,0.014544270833333333,0.014990234375,0.23361653645833333,84.37658528645834,120.35222981770833,62.6246620284817,239.0,53.0,0.12163411458333333,0.27826171875
data\datasets\bell_dataset\no_strike\frame_002100 - Copy.jpg,0,0.35427734375,0.02387044270833333,0.013372395833333333,0.22408203125,86.66377604166667,134.51713216145833,63.641768056716316,251.0,58.0,0.08656575520833333,0.308994140625
data\datasets\bell_dataset\no_strike\frame_002110 - Copy.jpg,0,0.34069661458333333,0.024365234375,0.014899088541666666,0.30375325520833335,88.61551106770834,130.84489908854167,65.7898418504899,251.0,56.0,0.093837890625,0.27412760416666665
data\datasets\bell_dataset\no_strike\frame_002120 - Copy.jpg,0,0.2930501302083333,0.022135416666666668,0.0144921875,0.222958984375,76.97318033854167,127.06038411458333,66.04196956772039,251.0,54.0,0.10876302083333333,0.22681640625
data\datasets\bell_dataset\no_strike\frame_002130 - Copy.jpg,0,0.425888671875,0.16158854166666667,0.017428385416666668,0.43638997395833334,75.75365885416667,153.15182291666667,73.38185491517339,251.0,60.0,0.07573893229166667,0.249189453125
data\datasets\bell_dataset\no_strike\frame_002160 - Copy.jpg,0,0.04914713541666667,0.000673828125,0.0005631510416666667,0.030691731770833335,74.36320963541667,112.72909505208334,65.08930045473124,247.0,48.0,0.18041015625,0.13832356770833334
data\datasets\bell_dataset\no_strike\frame_002170 - Copy.jpg,0,0.16624674479166668,0.10810221354166667,0.0015462239583333333,0.16292643229166667,70.43892252604167,128.02974934895835,63.68320559002215,250.0,57.0,0.090625,0.11015950520833333
data\datasets\bell_dataset\no_strike\frame_002200 - Copy.jpg,0,0.4261067708333333,0.023421223958333334,0.0006412760416666666,0.35221028645833335,107.33103515625,95.54454427083333,46.91490816633719,166.0,46.0,0.182353515625,0.427021484375
data\datasets\bell_dataset\no_strike\frame_002210 - Copy.jpg,0,0.014020182291666667,0.03765950520833333,9.440104166666666e-05,0.0217822265625,65.20188151041667,140.0074609375,61.92854603594435,251.0,69.0,0.04498372395833333,0.02625
data\datasets\bell_dataset\no_strike\frame_002220 - Copy.jpg,0,0.14992513020833334,0.14951171875,0.0017545572916666666,0.14539388020833333,68.04439778645833,136.64786458333333,64.00380393864945,252.0,65.0,0.05224934895833333,0.045361328125
data\datasets\bell_dataset\no_strike\frame_002230 - Copy.jpg,0,0.17347981770833334,0.054248046875,0.002333984375,0.16011393229166668,73.38984375,123.94147786458333,65.19344526582726,251.0,54.0,0.112568359375,0.166904296875
data\datasets\bell_dataset\no_strike\frame_002240 - Copy.jpg,0,0.21431640625,0.121201171875,0.005052083333333333,0.20747884114583334,72.817099609375,127.99033203125,65.65261584832928,252.0,56.0,0.09389973958333334,0.15933268229166667
data\datasets\bell_dataset\no_strike\frame_002250 - Copy.jpg,0,0.23209635416666666,0.10212239583333334,0.004069010416666667,0.2092724609375,73.38330078125,127.69386067708334,64.31549557784109,251.0,58.0,0.084462890625,0.17324869791666667
data\datasets\bell_dataset\no_strike\frame_002260 - Copy.jpg,0,0.25752604166666665,0.08382161458333333,0.00626953125,0.21072102864583334,70.58582356770833,128.862509765625,63.338162931559886,252.0,60.0,0.07674153645833333,0.16702799479166666
data\datasets\bell_dataset\no_strike\frame_002270 - Copy.jpg,0,0.392197265625,0.09515950520833333,0.005201822916666667,0.21992350260416665,88.83492513020833,127.827119140625,60.98145074951688,212.0,59.0,0.077265625,0.2760416666666667
data\datasets\bell_dataset\no_strike\frame_002280 - Copy.jpg,0,0.3142545572916667,0.08801432291666667,0.011871744791666666,0.28754231770833333,75.6209375,131.61007486979167,63.55610786592195,252.0,60.0,0.07408854166666666,0.19130208333333334
data\datasets\bell_dataset\no_strike\frame_002290 - Copy.jpg,0,0.29597330729166665,0.010830078125,0.008414713541666667,0.21959798177083334,76.64287434895833,120.01491536458333,65.44702587207955,251.0,52.0,0.13345377604166667,0.23313802083333332
data\datasets\bell_dataset\no_strike\frame_002300 - Copy.jpg,0,0.3979850260416667,0.06601236979166666,0.004768880208333334,0.22986979166666666,84.86013020833333,121.49650065104167,62.61357223365173,233.0,57.0,0.08943684895833333,0.30841471354166666
data\datasets\bell_dataset\no_strike\frame_002310 - Copy.jpg,0,0.5990104166666667,0.22279947916666668,0.006930338541666667,0.6064339192708333,87.76333984375,152.39234049479165,64.12428487502237,251.0,66.0,0.04902669270833333,0.3149641927083333
data\datasets\bell_dataset\no_strike\frame_002340 - Copy.jpg,0,0.03751953125,0.019036458333333332,0.0,0.03969563802083333,77.268505859375,100.05388346354167,67.2317917251769,245.0,40.0,0.35185546875,0.10248697916666667
data\datasets\bell_dataset\no_strike\frame_002350 - Copy.jpg,0,0.06385416666666667,0.028883463541666668,0.00068359375,0.0413427734375,66.82039388020833,122.72830403645834,64.22198851060686,251.0,55.0,0.1026171875,0.07619466145833333
data\datasets\bell_dataset\no_strike\frame_002420 - Copy.jpg,0,0.015009765625,0.008551432291666666,0.0004069010416666667,0.0200341796875,67.65825520833333,111.395205078125,63.98912821521402,236.0,47.0,0.17115559895833332,0.05809895833333333
data\datasets\bell_dataset\no_strike\frame_002440 - Copy.jpg,0,0.18298502604166667,0.05723307291666667,0.0005598958333333334,0.175830078125,83.64028971354166,108.01048502604166,69.37308995183413,249.0,40.0,0.2554850260416667,0.20826497395833332
data\datasets\bell_dataset\no_strike\frame_002450 - Copy.jpg,0,0.23652669270833335,0.004524739583333334,0.0019498697916666666,0.23838216145833332,94.86318684895834,115.71824544270834,44.60285718344439,173.0,61.0,0.06357421875,0.23866861979166668
data\datasets\bell_dataset\no_strike\frame_002460 - Copy.jpg,0,0.042783203125,0.05080403645833333,0.00154296875,0.03712727864583333,66.97408528645833,140.45779622395833,56.90237124194273,233.0,74.0,0.0347265625,0.030533854166666666
data\datasets\bell_dataset\no_strike\frame_002470 - Copy.jpg,0,0.09039388020833333,0.04298828125,0.0020475260416666667,0.051375325520833334,71.75722330729167,130.555,61.005084709527836,240.0,62.0,0.06898763020833333,0.09556966145833333
data\datasets\bell_dataset\no_strike\frame_002480 - Copy.jpg,0,0.215029296875,0.024765625,0.005651041666666667,0.14699381510416668,86.298076171875,136.1277734375,64.02267412060228,251.0,62.0,0.062568359375,0.24636067708333334
data\datasets\bell_dataset\no_strike\frame_002490 - Copy.jpg,0,0.11559895833333333,0.0021223958333333333,0.002939453125,0.06704427083333334,69.43631184895834,117.72065755208334,61.20146670130171,227.0,54.0,0.1125390625,0.1692578125
data\datasets\bell_dataset\no_strike\frame_002500 - Copy.jpg,0,0.14055338541666668,0.00919921875,0.004791666666666666,0.10515299479166666,69.26898111979166,123.77559244791667,61.56429311559976,238.0,57.0,0.09227864583333334,0.16091145833333334
data\datasets\bell_dataset\no_strike\frame_002510 - Copy.jpg,0,0.22189453125,0.008727213541666667,0.007034505208333333,0.10077311197916666,79.41830078125,128.56025390625,58.24580514838342,218.0,61.0,0.07564778645833334,0.2298828125
data\datasets\bell_dataset\no_strike\frame_002520 - Copy.jpg,0,0.16747395833333334,0.013095703125,0.005413411458333333,0.13311848958333333,73.915712890625,121.72875325520833,67.2173144319842,251.0,52.0,0.12629557291666665,0.196591796875
data\datasets\bell_dataset\no_strike\frame_002530 - Copy.jpg,0,0.34902018229166665,0.11000651041666666,0.008310546875,0.19757975260416666,76.6330078125,144.916748046875,63.03715953724247,251.0,68.0,0.04090494791666666,0.20654296875
data\datasets\bell_dataset\no_strike\frame_002550 - Copy.jpg,0,0.030618489583333332,0.021666666666666667,0.0007194010416666667,0.031085611979166667,64.12494140625,109.990927734375,67.21305337019764,237.0,43.0,0.238330078125,0.07827473958333334
data\datasets\bell_dataset\no_strike\frame_002560 - Copy.jpg,0,0.017887369791666666,0.00298828125,0.002509765625,0.004679361979166667,62.25883463541667,126.019345703125,63.68075528637148,250.0,55.0,0.10208984375,0.06197916666666667
data\datasets\bell_dataset\no_strike\frame_002570 - Copy.jpg,0,0.05335286458333333,0.003193359375,0.004694010416666667,0.023606770833333332,65.30829752604167,122.21427083333333,63.071157055605845,250.0,56.0,0.096787109375,0.10840169270833333
data\datasets\bell_dataset\no_strike\frame_002580 - Copy.jpg,0,0.10720703125,0.004029947916666667,0.00603515625,0.03980631510416666,66.32561848958333,118.84580729166667,62.102848692749426,239.0,53.0,0.116064453125,0.14161458333333332
data\datasets\bell_dataset\no_strike\frame_002590 - Copy.jpg,0,0.1395703125,0.008981119791666667,0.0054329427083333335,0.07618489583333334,66.50378580729166,120.411533203125,64.12300013475743,247.0,51.0,0.12502278645833334,0.14697916666666666
data\datasets\bell_dataset\no_strike\frame_002600 - Copy.jpg,0,0.16575520833333332,0.00861328125,0.008815104166666667,0.1176806640625,64.993466796875,120.85294270833333,63.682762861007376,247.0,51.0,0.122890625,0.15740234375
data\datasets\bell_dataset\no_strike\frame_002620 - Copy.jpg,0,0.11849283854166667,0.0047428385416666665,0.005992838541666667,0.06420084635416666,74.596123046875,109.90722005208333,62.15415897443037,238.0,51.0,0.15137369791666666,0.20103190104166666
data\datasets\bell_dataset\no_strike\frame_002660 - Copy.jpg,0,0.106865234375,0.05609375,0.0006770833333333334,0.116220703125,73.75413411458334,112.532919921875,70.02530739235156,249.0,45.0,0.22131184895833333,0.081318359375
data\datasets\bell_dataset\no_strike\frame_002670 - Copy.jpg,0,0.044137369791666665,0.002626953125,0.0017122395833333334,0.0443701171875,68.156640625,115.8295703125,61.31191324959437,237.0,55.0,0.10695963541666667,0.0573828125
data\datasets\bell_dataset\no_strike\frame_002680 - Copy.jpg,0,0.11314453125,0.013854166666666667,0.0041015625,0.10328450520833334,79.02009765625,128.26164388020834,63.69235421806392,251.0,60.0,0.07111653645833334,0.16714518229166667
data\datasets\bell_dataset\no_strike\frame_002690 - Copy.jpg,0,0.235078125,0.014088541666666666,0.006236979166666667,0.21765950520833333,92.796220703125,134.21527669270833,62.96109739754278,252.0,60.0,0.06593098958333334,0.31328776041666667
data\datasets\bell_dataset\no_strike\frame_002700 - Copy.jpg,0,0.35832356770833335,0.03435221354166667,0.012893880208333333,0.18978190104166667,91.26472981770833,136.975244140625,63.440200187086695,251.0,60.0,0.07826497395833333,0.33826171875
data\datasets\bell_dataset\no_strike\frame_002710 - Copy.jpg,0,0.180634765625,0.008453776041666666,0.010465494791666667,0.12767578125,71.619345703125,121.01412760416666,65.3198944848732,252.0,54.0,0.11236979166666666,0.20078125
data\datasets\bell_dataset\no_strike\frame_002720 - Copy.jpg,0,0.21218424479166667,0.01552734375,0.012985026041666667,0.17861979166666667,74.77974609375,122.621748046875,62.468802278755504,251.0,57.0,0.090751953125,0.21356119791666667
data\datasets\bell_dataset\no_strike\frame_002730 - Copy.jpg,0,0.2731640625,0.014778645833333333,0.012591145833333333,0.22254231770833333,75.95026692708333,128.840634765625,63.16967120290822,251.0,59.0,0.07682291666666667,0.2483984375
data\datasets\bell_dataset\no_strike\frame_002740 - Copy.jpg,0,0.41086263020833336,0.012415364583333333,0.010924479166666667,0.201123046875,104.30881184895833,104.602451171875,48.402283419439165,158.0,54.0,0.117431640625,0.4328971354166667
data\datasets\bell_dataset\no_strike\frame_002750 - Copy.jpg,0,0.017291666666666667,0.004228515625,0.003076171875,0.004671223958333333,67.97899739583333,122.84553385416666,65.39054911565808,251.0,56.0,0.09988932291666666,0.08973307291666667
data\datasets\bell_dataset\no_strike\frame_002760 - Copy.jpg,0,0.06757161458333333,0.02267578125,0.006438802083333334,0.04756022135416667,68.52822916666666,120.51916341145834,66.67516460776076,252.0,53.0,0.12404947916666667,0.14513671875
data\datasets\bell_dataset\no_strike\frame_002770 - Copy.jpg,0,0.08430989583333333,0.005403645833333333,0.0035123697916666667,0.0347998046875,67.29496744791666,124.05947265625,65.10948665183638,252.0,56.0,0.09705729166666667,0.15322591145833334
data\datasets\bell_dataset\no_strike\frame_002780 - Copy.jpg,0,0.15029622395833334,0.011207682291666667,0.007034505208333333,0.11606119791666666,67.23086588541666,116.34567057291666,65.99971347302719,252.0,49.0,0.154326171875,0.15967122395833333
data\datasets\bell_dataset\no_strike\frame_002790 - Copy.jpg,0,0.257724609375,0.049264322916666665,0.009908854166666667,0.2327734375,73.423994140625,131.14254557291667,68.09062440072404,251.0,59.0,0.073818359375,0.20700846354166666
data\datasets\bell_dataset\no_strike\frame_002800 - Copy.jpg,0,0.212685546875,0.023037109375,0.006383463541666667,0.19670572916666668,75.78845703125,121.106845703125,66.09924986975784,252.0,53.0,0.1175390625,0.23889973958333333
data\datasets\bell_dataset\no_strike\frame_002810 - Copy.jpg,0,0.371455078125,0.10999674479166667,0.007861328125,0.2503580729166667,93.86487955729167,113.755302734375,69.8881283522196,249.0,42.0,0.21192057291666666,0.38180338541666664
data\datasets\bell_dataset\no_strike\frame_002820 - Copy.jpg,0,0.06512044270833334,0.031796875,0.0023307291666666667,0.04433268229166667,66.80544921875,144.74849934895835,63.561842061906404,251.0,71.0,0.041383463541666665,0.066005859375
data\datasets\bell_dataset\no_strike\frame_002830 - Copy.jpg,0,0.15739908854166668,0.016223958333333333,0.003616536458333333,0.1352392578125,83.307373046875,140.90662109375,63.564671365031465,251.0,64.0,0.05646158854166667,0.23836263020833334
data\datasets\bell_dataset\no_strike\frame_002840 - Copy.jpg,0,0.06793619791666666,0.005048828125,0.005393880208333333,0.03642415364583333,68.97066731770833,122.4734375,64.95227071871258,251.0,55.0,0.10548828125,0.15748372395833332
data\datasets\bell_dataset\no_strike\frame_002850 - Copy.jpg,0,0.139716796875,0.008997395833333333,0.00546875,0.0904296875,73.518037109375,125.696630859375,63.792238369169105,252.0,59.0,0.07950846354166667,0.20974609375
data\datasets\bell_dataset\no_strike\frame_002860 - Copy.jpg,0,0.23095703125,0.013082682291666667,0.008681640625,0.19029947916666667,76.3383203125,124.9025,63.30482055063356,251.0,56.0,0.0956640625,0.24290364583333332
data\datasets\bell_dataset\no_strike\frame_002870 - Copy.jpg,0,0.20416341145833333,0.014479166666666666,0.009576822916666667,0.16951009114583335,75.34219401041666,126.65555013020834,65.10641232052909,248.0,55.0,0.104033203125,0.24859375
data\datasets\bell_dataset\no_strike\frame_002890 - Copy.jpg,0,0.018740234375,0.018782552083333334,0.0004524739583333333,0.01087890625,65.13861002604166,125.567421875,59.79518578743001,228.0,58.0,0.08774088541666666,0.07161458333333333
